year,title
2020,Eating self-efficacy as predictor of long-term weight loss and obesity-specific quality of life after sleeve gastrectomy: A prospective cohort study.
2019,"Maxillomandibular Rotational Advancement: Airway, Aesthetics, and Angle's Considerations."
2020,"Levels, factors and interventions of preschool children physical activity: a systematic review."
2020,A clinical study on <i>Virechana Karma</i> (therapeutic purgation) over the gut flora with special reference to obesity.
2020,Clinical study of <i>Arogyavardhini</i> compound and lifestyle modification in management of metabolic syndrome: A double‑blind placebo controlled randomized clinical trial.
2020,Adjusted vs Total Body Weight-Based Dosing of Sedation and Analgesia Used in the Intensive Care Unit.
2020,Prophylactic Enoxaparin Dosing in Obese Orthopedic Patients: A Literature Search.
2020,Community engagement and pediatric obesity: Incorporating social determinants of health into treatment.
2020,Mothers' and fathers' cognitive and affective responses to epigenetics concepts.
2020,Addressing cardiometabolic risk in adults with spinal cord injury: acting now despite knowledge gaps.
2020,An overview on recent <i>in vivo</i> biological application of cerium oxide nanoparticles.
2020,Medical Neglect as a Contributor to Poorly Controlled Asthma in Childhood.
2020,A case of systemic lupus erythematosus in which Cushing's syndrome caused by adrenal adenoma accidentally occurred during long-term maintenance therapy with corticosteroids.
2020,[Body image among adolescents: the association between nutritional status and physical activity].
2020,Overweight modifies the nutritional composition of human milk? A systematic review.
2020,Biosensor-based enzyme engineering approach applied to psicose biosynthesis.
2020,Non-alcoholic fatty liver disease in patients with psoriasis: therapeutic implications.
2020,Community Forum Identifies Opportunities to Engage with Eastern Kentucky Community Leaders about Chronic Disease and Environmental Pollution.
2020,Lithium Intoxication after Bariatric Surgery: A Case Report.
2020,"Bone losses in obese, ovariectomized rats appear to be independent from sclerostin-induced inhibition of the Wnt/β-catenin pathway."
2020,Physical activity patterns in third trimester of pregnancy - use of pregnancy physical activity questionnaire in Poland.
2020,Environmental risk factors and epigenetic alternations in psoriasis.
2020,Predicting Equations and Resting Energy Expenditure Changes in Overweight Adults.
2020,Scavenger Receptor Class B type 1 (SR-B1) and the modifiable risk factors of stroke.
2020,Fat-lowering effects of isorhamnetin are via NHR-49-dependent pathway in <i>Caenorhabditis elegans</i>.
2020,Sitting time and associated factors among Portuguese older adults: results from Nutrition UP 65.
2020,Changes in bowel habits after laparoscopic sleeve gastrectomy.
2020,Early-life exposure to traffic-related air pollution and child anthropometry.
2020,A rare case of Bardet-Biedl syndrome.
2020,Population-attributable fraction of risk factors for severe maternal morbidity.
2020,Improving Human Dietary Choices Through Understanding of the Tolerance and Toxicity of Pulse Crop Constituents.
2020,Association between the Built Environment and Active Transportation among U.S. Adolescents.
2020,Pulmonary hypertension and chronic hypoventilation in ROHHAD syndrome treated with average-volume assured pressure support.
2020,Multiple imputation to account for linkage ineligibility in the NHANES-CMS Medicaid linked data: General use versus subject specific imputation models.
2020,A concise synthesis of 3-substituted-7-amino-6-carboxyl-8-azachromones.
2020,Differing Associations between Fatty Liver and Dyslipidemia According to the Degree of Hepatic Steatosis in Korea.
2020,Effects of Obesity and Family History of Diabetes on the Association of <i>CETP</i> rs6499861 with HDL-C Level in Korean Populations.
2020,Nutritional Therapy for Asian Patients at Risk for Atherosclerotic Cardiovascular Disease.
2020,A metabocentric view of cardiac remodeling.
2020,Galectin-1 is inversely associated with type 2 diabetes independently of obesity - A SCAPIS pilot study.
2020,Role of inflammation markers in the prediction of weight gain and development of obesity in adults - A prospective study.
2020,Obesity-induced inflammation and insulin resistance: A mini-review on T-cells.
2020,Kisspeptin-13 Improves Spatial Memory Consolidation and Retrieval against Amyloid-β Pathology.
2020,Weight bias and health care utilization: a scoping review.
2020,Influence of body mass index on outcomes in patients undergoing surgery for diverticular disease.
2020,"Increasing Assessment, Diagnosis, and Intervention of Overweight and Obesity Among College Students: A Quality Improvement Project."
2020,Intraindividual double burden of overweight or obesity and micronutrient deficiencies or anemia among women of reproductive age in 17 population-based surveys.
2020,Intraindividual double burden of overweight and micronutrient deficiencies or anemia among preschool children.
2020,Autoantibodies production and immunological abnormalities after bariatric surgery.
2020,Novel <i>ELANE</i> Gene Mutation in a Newborn with Severe Congenital Neutropenia: Case Report and Literature Review.
2020,Hypoglycemic activity of extracts of <i>Chamaecyparis obtusa</i> var. <i>formosana</i> leaf in rats with hyperglycemia induced by high-fat diets and streptozotocin.
2020,Why we need to curb the emerging worldwide epidemic of nonalcoholic fatty liver disease.
2020,Excess calorie intake early in life increases susceptibility to colitis in adulthood.
2020,Metabolic Messengers: ceramides.
2020,Hepatic Rab24 controls blood glucose homeostasis via improving mitochondrial plasticity.
2020,Metabolic Messengers: fibroblast growth factor 15/19.
2020,Human brown adipose tissue is phenocopied by classical brown adipose tissue in physiologically humanized mice.
2020,Leptin and the endocrine control of energy balance.
2020,Skeletal muscle inefficiency protects against obesity.
2020,Speed-dieting: dopamine agonists promote weight loss.
2020,Clogging the mitochondrial protein-entry gate promotes obesity.
2020,Teaching an old dog new tricks: metformin induces body-weight loss via GDF15.
2020,Metformin-induced increases in GDF15 are important for suppressing appetite and promoting weight loss.
2020,Inter-organ cross-talk in metabolic syndrome.
2020,Adipose circular RNAs exhibit dynamic regulation in obesity and functional role in adipogenesis.
2020,"Varicose veins and occupational health: symptoms, treatment and prevention."
2020,"Association of dyslipidemia, hypertension and overweight/obesity with work shift and duration of employment among police officers in a small town in Northeastern Brazil."
2020,"Dermatoglyphical impressions are different between children and adolescents with normal weight, overweight and obesity: a cross-sectional study."
2020,Primed for Health: Future Thinking Priming Decreases Delay Discounting.
2020,Association of Obesity-Related Genetic Variants (FTO and MC4R) with Breast Cancer Risk: A Population-Based Case-Control Study in Iran.
2020,Using scenario analyses to address the future of food.
2020,Ginsenoside compound-Mc1 attenuates oxidative stress and apoptosis in cardiomyocytes through an AMP-activated protein kinase-dependent mechanism.
2020,[Epicardial adipose tissue as a marker of visceral obesity and its association with metabolic parameters and remodeling of the left chambers of the heart in young people with abdominal obesity].
2020,[Glycemia normalization in patients with obesity and type 2 diabetes mellitus: bariatric surgery vs pharmacological therapy].
2020,"[Ghrelin deficiency in patients with type 2 diabetes: the relationships with obesity, adipose tissue dysfunction and glucose variability]."
2020,[Problems of optimal nutrition of elderly and senile patients with comorbidities against obesity].
2020,Association between shift work and obesity in a large sample of Iranian steel industry workers.
2020,RISK FACTOR DISTRIBUTION AND LONG-TERM OUTCOMES IN YOUNG PATIENTS UNDERGOING PERCUTANEOUS CORONARY INTERVENTION IN MACEDONIA.
2020,Effect of body weight on disability and chronic disease rates in the elderly in south-eastern Poland.
2020,Phenotype variability and different genotype of four patients with thyroid hormone resistance syndrome due to variants in the THRB gene.
2020,Mexican population sub-analysis of the lixilan clinical program with the fixed ratio combination of insulin glargine and lixisenatide (iGlarLixi).
2020,Association of <i>FTO</i> and <i>ADRB2</i> gene variation with energy restriction induced adaptations in resting energy expenditure and physical activity.
2020,Effects of thylakoid intake on appetite and weight loss: a systematic review.
2020,Retrospective Analysis of Cardiovascular Disease Risk Parameters in Participants of a Preventive Health and Wellness Program.
2020,Early and late outcomes after transcatheter versus surgical aortic valve replacement in obese patients.
2020,Toxic Effects of Chronic Exposure to High-Fat Diet and Arsenic on the Reproductive System of the Male Mouse.
2020,Prevalence of reflux esophagitis in obese Japanese undergoing bariatric surgery.
2020,High body mass index is not associated with increased treatment failure in infliximab treated pediatric patients with inflammatory bowel disease.
2020,[Analysis of risk factors of postoperative wound infection in lumbar spondylolisthesis].
2020,Body Mass Index and Clinical Outcomes in Large Vessel Occlusion Acute Ischemic Stroke after Endovascular Therapy.
2020,"Middle Cranial Fossa Encephalocele and Cerebrospinal Fluid Leakage: Etiology, Approach, Outcomes."
2020,The role of alimentary and biliopancreatic limb length in outcomes of Roux-en-Y gastric bypass.
2020,The hundred most frequently cited studies on sleeve gastrectomy.
2020,Understanding heterogeneity in price changes and firm responses to a national unhealthy food tax in Mexico.
2020,Early-life Programming of Type 2 Diabetes Mellitus: Understanding the Association between Epigenetics/Genetics and Environmental Factors.
2020,Epigenetic Programming of Adipose Tissue in the Progeny of Obese Dams.
2020,"Maternal Obesity, Maternal Overnutrition and Fetal Programming: Effects of Epigenetic Mechanisms on the Development of Metabolic Disorders."
2020,"Tpeak-Tend, Tpeak-Tend dispersion and Tpeak-Tend/QT in children and its relationship with clinical variables."
2020,Association between metabolic syndrome and euthyroid nodular goiter: a case-control study.
2020,Barrett's oesophagus and oesophageal adenocarcinoma.
2020,The effect of venlafaxine on blood pressure and ECG in rats fed with high-fat-fructose diet.
2020,Impacts of exercise intervention on various diseases in rats.
2020,Remodeling adipose tissue inflammasome for type 2 diabetes mellitus treatment: Current perspective and translational strategies.
2020,The association between negative affect and physical activity among adults in a behavioral weight loss treatment.
2020,Increasing abdominal wall thickness predicts complications in abdominally based breast reconstruction: A review of 106 consecutive patients.
2020,Nonclassical Islet Peptides: Pancreatic and Extrapancreatic Actions.
2020,The association between smokers' self-reported health problems and quitting: Findings from the ITC Four Country Smoking and Vaping Wave 1 Survey.
2020,Phospholipid methylation regulates muscle metabolic rate through Ca<sup>2+</sup> transport efficiency.
2020,Association between body mass index and dental caries in the Kingdom of Saudi Arabia: Systematic review.
2020,Natural History of Non-Alcoholic Fatty Liver Disease: A Study With Paired Liver Biopsies.
2020,Aquaculture and by-products: Challenges and opportunities in the use of alternative protein sources and bioactive compounds.
2020,GASTROINTESTINAL MOTILITY DISORDERS IN OBESITY.
2020,THE ASSOCIATION BETWEEN PRO AND ANTI-INFLAMMATORY MARKERS WITH THE COMPONENTS OF METABOLIC SYNDROME.
2020,Prevalence of Metabolic Syndrome in Middle School Children and Evaluation of Components of Metabolic Syndrome.
2020,"The Association Between Migraine, Metabolic Syndrome, Insulin Resistance, and Obesity in Women: A Case-Control Study."
2020,Attention-deficit Hyperactivity Disorder Symptoms and Conduct Problems in Children and Adolescents with Obesity.
2020,"Obesity, Hypertrichosis and Sex Steroids: Are these Factors Related to the Pilonidal Sinus Disease?"
2020,Postprandial Reactive Hypoglycemia.
2020,"Factors associated to type 2 diabetes among employees of a public hospital in Belo Horizonte, Brazil."
2020,"Neurotransmitter, neuropeptide and gut peptide profile in PCOS-pathways contributing to the pathophysiology, food intake and psychiatric manifestations of PCOS."
2020,miR-222 is involved in the regulation of genistein on skeletal muscle fiber type.
2020,Exceptional Reported Effects and Data Anomalies Merit Explanation from &quot;A randomized controlled trial of coordination exercise on cognitive function in obese adolescents&quot; by.
2020,"Obesity and Insulin Resistance, Not Polycystic Ovary Syndrome, Are Independent Predictors of Bone Mineral Density in Adolescents and Young Women."
2020,Protective Effects of Magnesium Chloride on Liver Enzymes and Biomarkers of Oxidative Stress in high fat diet fed Rats.
2020,Impact of a High-fat Diet on the Development of Chronic Inflammation in Heart of Wistar rats.
2020,What are the Risk Factors Responsible for the Delay in Diagnosis of Acute Appendicitis in Children? Eleven-year Research from a Single Institution.
2020,Oral Hygiene Status and Gingivitis in Overweight and Obese Children.
2020,Prevalence of Osteoporosis among Adults in a Tertiary Care Hospital: A Descriptive Cross-sectional Study.
2020,Cuban Experience Using Growth and Development as a Positive Indicator of Child Health.
2020,"Plasma Biomarkers of Insulin and the Insulin-like Growth Factor Axis, and Risk of Colorectal Adenoma and Serrated Polyp."
2020,"The burden of non-communicable diseases and their related risk factors in the country of Georgia, 2015."
2020,Mitochondrial lipoylation integrates age-associated decline in brown fat thermogenesis.
2020,The European medical information framework: A novel ecosystem for sharing healthcare data across Europe.
2020,"Outdoor physical activity, compliance with the physical activity, screen time, and sleep duration recommendations, and excess weight among adolescents."
2020,The cost-effectiveness of pharmacotherapy and lifestyle intervention in the treatment of obesity.
2020,Psychological and weight history variables as predictors of short-term weight and body fat mass loss.
2020,"Utility of BMIQ, a novel web-based weight management programme, at an academic weight management centre."
2020,Digital self-monitoring: Does adherence or association with outcomes differ by self-monitoring target?
2020,Assessment of Microvascular Function in Children and Adolescents with Diabetes and Obesity.
2020,Salivary Interleukin-6 Levels among Polycystic Ovary Syndrome Patients with and Without Chronic Periodontitis - A Comparative Study.
2020,Gluten exacerbates atherosclerotic plaque formation in ApoE<sup>-/-</sup> mice with diet-induced obesity.
2020,The influence of meal frequency on lipid profile in the Polish population.
2020,"Osteosarcopenic obesity, the coexistence of osteoporosis, sarcopenia and obesity and consequences in the quality of life in older adults ≥65 years-old in Greece."
2020,Superfine wheat bran improves the hyperglycemic and hyperlipidemic properties in a high-fat rat model.
2020,An Integrative Proteomic/Lipidomic Analysis of the Gold Nanoparticle Biocorona in Healthy and Obese Conditions.
2020,Changes in the Paradigm of Traditional Exercise in Obesity Therapy and Application of a New Exercise Modality: A Narrative Review Article.
2020,Cauda equina syndrome in an obese pregnant patient secondary to double level lumbar disc herniation - A case report and review of literature.
2020,"Obesity, metabolic syndrome and other comorbidities in rheumatoid arthritis and psoriatic arthritis: influence on disease activity and quality of life."
2020,The effect of eight-week walking program on plasma levels of amino acids in early/mid pubertal obese girls.
2020,Assessment of Factors Predicting Inadequate Pain Management in Chronic Pain Patients.
2020,"Non-alcoholic Fatty Liver Disease: Growing Burden, Adverse Outcomes and Associations."
2020,Health workers: cardiovascular risk and occupational stress.
2020,Prevalence of dyslipidemia among employees of a pulp and paper company.
2020,Strength indicators and usual physical activity among university administrative employees.
2020,A Randomized Controlled Trial of a Mindfulness-Based Weight Loss Intervention on Cardiovascular Reactivity to Social-Evaluative Threat Among Adults with Obesity.
2020,"Accuracy of Tuffier's Line Identification by Palpation Method: Cross-Sectional Comparative Study Among Obese, Pregnant and Control Groups."
2020,"Inventing Liraglutide, a Glucagon-Like Peptide-1 Analogue, for the Treatment of Diabetes and Obesity."
2020,Process Evaluation Tool Development and Fidelity of Healthy Retail Interventions in American Indian Tribally Owned Convenience Stores: the Tribal Health Resilience in Vulnerable Environments (THRIVE) Study.
2020,Impact of the 2017 Child and Adult Care Food Program Meal Pattern Requirement Change on Menu Quality in Tribal Early Care Environments: The Food Resource Equity and Sustainability for Health Study.
2020,"Adipocyte Fatty Acid-Binding Protein 4 is Altered in Growth Discordant Dichorionic, but not in Monochorionic Twins."
2020,Metabolomics approach to serum biomarker for laxative effects of red <i>Liriope platyphylla</i> in loperamide-induced constipation of SD rats.
2020,"Prevalence and factors associated with hypertension in Anonkoi 3, a peri-urban area in Abidjan (Côte d'Ivoire)."
2020,Semi supervised data mining model for the prognosis of pre-diabetic conditions in type 2 Diabetes Mellitus.
2020,[Frequency of footprints alterations in school children from a Mexican community].
2020,[Genetics and epigenetics of obesity: keys to understand].
2020,[What is resistant hypertension and how to diagnose it?]
2020,[Epigenetic mechanism of obesity-induced male infertility].
2020,[Huatan Qushi Decoction improves lipid metabolism and semen quality in obese rats with oligoasthenozoospermia: Effects and mechanisms].
2020,Collateral benefits of studying the vagus nerve in bioelectronic medicine.
2020,Compendium of Health and Wellness Coaching: 2019 Addendum.
2020,Hypoxia and autophagic response of obese adult rat adipocytes which differ in nutritional state during childhood.
2020,When a portion becomes a norm: Exposure to a smaller vs. larger portion of food affects later food intake.
2020,Acceptability of alginate enriched bread and its effect on fat digestion in humans.
2020,"[Correlation of age, body mass index and obesity-related biochemical indexes with semen quality in males intending for a second child]."
2020,[Expression of HIF-1α in the prostatic tissue of mice with high-fat diet-induced obesity].
2020,The Discovery of GLP-2 and Development of Teduglutide for Short Bowel Syndrome.
2020,A systematic review on different models of inducing obesity in animals: Advantages and limitations.
2020,Recurrent depression in childhood and adolescence and low childhood socioeconomic status predict low cardiorespiratory fitness in early adulthood.
2020,Roles of Adiponectin Signaling Related Proteins in Mammary Tumor Development.
2020,The dark face of fructose as a tumor promoter.
2020,Diabetes as a risk factor for Alzheimer's disease in the Middle East and its shared pathological mediators.
2020,Impact of curcumin treatment on diabetic albino rats.
2020,"Socio-economic development, level of urbanization and consumption of selected food products as factors in the prevalence of overweight and obesity among youths and young adults in Poland."
2020,Smoking and Obesity are Risk Factors for Thirty-Day Readmissions Following Skull Base Surgery.
2020,A study on carotid artery intima-media thickness and metabolic risk factors in overweight and obese Indian children.
2020,Trends in Obesity Prevalence by Occupation Based on Korean National Health and Nutrition Examination Survey From 1998 to 2015.
2020,[Streptozocin-induced Alzheimer's disease as an independent risk factor for the development of hyperglycemia in Wistar rats].
2020,[Virilizing ovarian tumor: the challenges of differential diagnosis].
2020,"Race by Gender Differences in the Protective Effects of Education and Income Against Subsequent Changes in Self-rated Health, Physical Activity, and Body Mass Index Among Older Americans."
2020,Neuropeptide Y knockdown in the dorsomedial hypothalamus improved basal and obesity-induced decrease in bone mass density.
2020,Effect of diet and diet combined with chronic aerobic exercise on chemerin plasma concentrations and adipose tissue in obese women.
2020,The microbiome and rheumatoid arthritis.
2020,Obesity in patients with carcinoma cervix increases the risk of adverse events.
2020,"MOVE MORE, GAIN LESS: EFFECT OF A RECREATIONAL TRAIL SYSTEM ON CHILDHOOD BMI."
2020,Esophageal Thermal Injury Following Cryoballoon Ablation for Atrial Fibrillation.
2020,Application of the comet assay in human biomonitoring: An hCOMET perspective.
2020,IGFBP-1 in Cardiometabolic Pathophysiology-Insights From Loss-of-Function and Gain-of-Function Studies in Male Mice.
2020,Early outcomes and complications of obese patients undergoing shoulder arthroplasty: A meta-analysis.
2020,Incidence and risk factors of acute kidney injury after total joint arthroplasty; a retrospective cohort study.
2020,Sustained Improvements in Markers of Liver Disease Severity After Hepatitis C Treatment.
2020,"Overweight and obesity among the boys of primary public schools of Baish City in Jazan Province, Saudi Arabia: A cross-sectional study."
2020,Are our rural adolescents eating healthy?: Implications for redesigning school health interventions - A cross sectional study in rural Coimbatore.
2020,[A new piece in the genetic puzzle of obesity].
2020,[Gender differences in clinical features and performance of sleep questionnaires in adults with obstructive sleep apnea syndrome].
2020,[The interaction of our genes with the obesogenic environment].
2020,[Obesity and Cancer - The two scenarios that Chile will lead].
2020,[Exercise and physical activity in adults who underwent bariatric surgery. Consensus document].
2020,[Vitamin D levels among anesthesiologists and other physicians].
2020,[Psychological factors influencing weight regain after bariatric surgery].
2020,Effect of methanol extract of Schisandrae Fructus on high fat diet induced hyperlipidemic mice.
2020,Variability in expiratory flow requirements among oscillatory positive expiratory pressure.
2020,"Addictive behaviors, cardiovascular and metabolic comorbidities in North African psoriatic patients: case-control study."
2020,[Patients living with human immunodeficiency virus on antiretroviral therapy diagnosed with lipid and carbohydrate disorders who are at risk of cardio-vascular disease: study conducted at the Medical Centre of the ONG Espoir Vie in Lomé].
2020,Prevalence and factors associated with overweight and obesity among rural and urban women in Burkina Faso.
2020,Estrogen receptor-α in female skeletal muscle is not required for regulation of muscle insulin sensitivity and mitochondrial regulation.
2020,Longitudinal Changes of One-Carbon Metabolites and Amino Acid Concentrations during Pregnancy in the Women First Maternal Nutrition Trial.
2020,"Epidemiological, clinical and progressive aspects of arterial hypertension in older patients in Nouakchott (Mauritania)."
2020,Vitamin D deficiency is associated with metabolic syndrome in Tunisian children with obesity.
2020,Effect of Continuous Positive Airway Pressure on glycated hemoglobin in patients with type 2 diabetes and Obstructive Sleep Apnea.
2020,Shared Decision Making and the Cardiovascular Care of Athletes: Is It Time to Get Back in the Game?
2020,Experience of nurses measuring preschool body mass index for the Health target: Raising Healthy Kids.
2020,Risk factors for 90-day reoperation and readmission after lumbar surgery for lumbar spinal stenosis
2020,Potential Role of New Anthropometric Parameters in Childhood Obesity with or Without Metabolic Syndrome.
2020,[The risk of re-identification when analyzing electronic health records: a critical appraisal and possible solutions].
2020,Relationship of low muscle mass and obesity with physical function in community dwelling older adults: Results from the Nagahama study.
2020,Obesity-related cancers are increasing in young adults.
2020,Gender Differences in Relationship between Body Mass Index and Asthma.
2020,The Burden of Atherosclerotic Cardiovascular Disease in South Asians Residing in Canada: A Reflection From the South Asian Heart Alliance.
2020,Autophagy inhibition in 3T3-L1 adipocytes breaks the crosstalk with tumor cells by suppression of adipokine production.
2020,"Combination of Oligofructose and Metformin Alters the Gut Microbiota and Improves Metabolic Profiles, Contributing to the Potentiated Therapeutic Effects on Diet-Induced Obese Animals."
2020,Ethanol extract of propolis prevents high-fat diet-induced insulin resistance and obesity in association with modulation of gut microbiota in mice.
2020,Effect of okra fruit powder supplementation on metabolic syndrome and gut microbiota diversity in high fat diet-induced obese mice.
2020,Cross-modal interactions as a strategy for sugar reduction in products targeted at children: Case study with vanilla milk desserts.
2020,Bioactive proteins and phytochemicals from legumes: Mechanisms of action preventing obesity and type-2 diabetes.
2020,The Marginal Cost of Frailty Among Medicare Patients on Hemodialysis.
2020,Preventing CKD in Developed Countries.
2020,Response to &quot;Questions on &quot;Intervention effects of a kindergarten-based health promotion programme on obesity related behavioural outcomes and BMI percentiles&quot; by Vorland et al.
2020,Questions on 'Intervention effects of a kindergarten-based health promotion programme on obesity related behavioural outcomes and BMI percentiles'.
2020,The landscape of cardiovascular care in pediatric cancer patients and survivors: a survey by the ACC Pediatric Cardio-Oncology Work Group.
2020,"Rationale, design, and methodology for the healthy mothers-healthy children study: a randomized controlled trial."
2020,"Food choice patterns of long-haul truck drivers driving through Germany, a cross sectional study."
2020,Nutritional status and Cardiometabolic health among adolescents; findings from southwestern Nigeria.
2020,Baseline diet quality of predominantly minority children and adolescents from households characterized by low socioeconomic status in the Childhood Obesity Prevention and Treatment Research (COPTR) Consortium.
2020,"Correlation between physical activity, eating behavior and obesity among Sudanese medical students Sudan."
2020,Incidental Duodenal Pancreatic Heterotopia During Laparoscopic Sleeve Gastrectomy: A Case Report and Literature Review.
2020,Macrophages in obesity and non-alcoholic fatty liver disease: Crosstalk with metabolism.
2020,"Anthropometric, body composition, and somatotype characteristics of Japanese young women: Implications for normal-weight obesity syndrome and sarcopenia diagnosis criteria."
2020,"Association of metabolic NCD risk factors with oral, breast and cervical precancers and cancers in India."
2020,The Role of Oxidative Stress in Common Risk Factors and Mechanisms of Cardio-Cerebrovascular Ischemia and Depression.
2020,"A randomized controlled study of dose-finding, efficacy, and safety of mulberry leaves on glycemic profiles in obese persons with borderline diabetes."
2020,Bio-transformation of green tea infusion with tannase and its improvement on adipocyte metabolism.
2020,Different spexin level in obese vs normal weight children and its relationship with obesity related risk factors.
2020,Association between the price of ultra-processed foods and obesity in Brazil.
2020,"Are Lipid Profile, Body Mass Index, Waist Circumference, and Blood Pressure of Depressed Elderly Patients Different from Healthy Subjects?"
2020,Association of Socioeconomic Status and Food Security with Anthropometric Indices Among 2-5-year-old Urban Children in Eight Different cities in Iran.
2020,"Association between Dietary Intakes of Tea, Coffee, and Soft Drinks in Patients Undergoing Coronary Angiography with Coronary Artery Stenosis."
2020,"Revising the Comprehensive Feeding Practices Questionnaire Used in Planning Preventive Overweight, Obesity, and Underweight Programs for 2-5-year-old Children."
2020,Association of Osteoporosis with Anthropometric Measures in a Representative Sample of Iranian Adults: The Iranian Multicenter Osteoporosis Study.
2020,"Effect of safranal, a constituent of saffron, on olanzapine (an atypical antipsychotic) induced metabolic disorders in rat."
2020,Pathophysiologic mechanisms of obesity- and chronic inflammation-related genes in etiology of polycystic ovary syndrome.
2020,Short-term Increase in Risk of Overweight and Concomitant Systolic Blood Pressure Elevation in Treatment-Naïve Persons Starting INSTI-Based Antiretroviral Therapy.
2020,Differential association between S100A4 levels and insulin resistance in prepubertal children and adult subjects with clinically severe obesity.
2020,Diet quality of children in the United States by body mass index and sociodemographic characteristics.
2020,The incidence of orthostatic intolerance after bariatric surgery.
2020,Measures of adiposity correlate with renal filtration in young nulliparous women: An observational cohort study.
2020,Adverse childhood experiences and cognitive function among adults with excess adiposity.
2020,"Associations between weight misperception, contextual factors, and weight loss behaviours in young adult men with overweight/obesity."
2020,Symptom prevalence differences of depression as measured by BDI and PHQ scales in the Look AHEAD study.
2020,Association of fitness and body fatness with left ventricular mass: The Heart Health Study.
2020,Perceived barriers to physical activity during and after a behavioural weight loss programme.
2020,Risk Factors Associated with Premature Hair Greying of Young Adult.
2020,Under-five malnutrition in a South-Eastern Nigeria metropolitan city.
2020,Complementary and alternative treatment methods for menopausal hot flashes used in Turkey.
2020,Impact of aerobic versus resisted exercise training on systemic inflammation biomarkers and quality of Life among obese post-menopausal women.
2020,Renal risk profiling in newly diagnosed hypertensives in an urban population in Nigeria.
2020,Prevalence of ECG abnormalities among adults with metabolic syndrome in a Nigerian Teaching Hospital.
2020,"The efficacy and safety of liraglutide in the obese, non-diabetic individuals: a systematic review and meta-analysis."
2020,"Colistin resistance in <i>Acinetobacter baumannii</i> isolated from critically ill patients: clinical characteristics, antimicrobial susceptibility and outcome."
2020,Herpes zoster complicated by phrenic nerve palsy and respiratory compromise.
2020,Effects of fish oil and curcumin supplementation on cerebrovascular function in older adults: A randomized controlled trial.
2020,Asymptomatic hyperuricemia and incident congestive heart failure in elderly patients without comorbidities.
2020,Social Determinants of Overweight and Obesity Among Children in the United States.
2020,Awareness and care seeking pattern for symptoms associated with endometrial carcinoma among postmenopausal women in the district of Colombo: a cross-sectional study
2020,Association of Serum Uric acid and Gamma-glutamyltransferase with Obesity Related Metabolic Derangements in a Cohort of Children with Obesity in Sri Lanka
2020,"Association between visceral adiposity index, hirsutism and cardiometabolic risk factors in women with polycystic ovarian syndrome: A cross-sectional study"
2020,Health in rural Sri Lanka: A cross-sectional survey of three rural districts
2020,Polyphenol-rich green tea extract induces thermogenesis in mice by a mechanism dependent on adiponectin signaling.
2020,Overview of recent developments of pyrazole derivatives as an anticancer agent in different cell line.
2020,"Climate change mitigation in food systems: the environmental and health impacts of shifting towards sustainable diets, a systematic review protocol."
2020,"Prevalence and risk factors associated with hypertension among adults in a rural setting: the case of Ombe, Cameroon."
2020,Assessment of education effects on patient involvement and bariatric treatment outcome: an observational study.
2020,Gender-related metabolic outcomes of laparoscopic sleeve gastrectomy in 6-month follow-up.
2020,"Laparoscopic sleeve gastrectomy: a study of efficiency in treatment of metabolic syndrome components, comorbidities and influence on certain biochemical markers."
2020,"Outcomes of laparoscopic sleeve gastrectomy by means of esophageal manometry and pH-metry, before and after surgery."
2020,Outcomes of sleeve gastrectomy in patients older than 60 years: a multicenter matched case-control study.
2020,"Nutrition, Behavior Change and Physical Activity Outcomes From the PEARS RCT-An mHealth-Supported, Lifestyle Intervention Among Pregnant Women With Overweight and Obesity."
2020,Psychological Well-Being as an Independent Predictor of Exercise Capacity in Cardiac Rehabilitation Patients With Obesity.
2020,"Socioeconomic status, perceptions and obesity among adolescents in Jordan."
2020,"Are workplace-based assessment methods (DOPS and Mini-CEX) effective in nursing students' clinical skills? A single-blind randomized, parallel group, controlled trial."
2020,Endometrial cancer prevention in high-risk women.
2020,The effect of 2000 ıu/day vitamin D supplementation on insulin resistance and cardiovascular risk parameters in vitamin D deficient obese adolescents.
2020,Cardiometabolic risk factors in Turkish children with hepatosteatosis.
2020,Pure transanal total mesorectal excision for rectal cancer: experience with 55 cases.
2020,"Effectiveness of mindfulness based cognitive therapy on weight loss, improvement of hypertension and attentional bias to eating cues in overweight people."
2020,"Effects of obesity on breast size, thoracic spine structure and function, upper torso musculoskeletal pain and physical activity in women."
2020,Impact of age on host responses to diet-induced obesity: Development of joint damage and metabolic set points.
2020,"Correlation network analysis shows divergent effects of a long-term, high-fat diet and exercise on early stage osteoarthritis phenotypes in mice."
2020,Gut microbiota and obesity: Impact of antibiotics and prebiotics and potential for musculoskeletal health.
2020,"Reflections on obesity, exercise, and musculoskeletal health."
2020,Effects of high fat medium conditions on cellular gene expression profile: a network analysis approach.
2020,The Relation Between Calcaneus Stiffness Index as a Measure of Bone Density and Body Mass Index in an Egyptian Cohort.
2020,Comparison of a Behavioral Versus an Educational Weight Management Intervention After Renal Transplantation: A Randomized Controlled Trial.
2020,Relationship of the low-density lipoprotein (LDL)/high-density lipoprotein (HDL) index with antioxidant enzymes and with the oxLDL/HDL index.
2020,Soluble insulin receptor and metabolic syndrome.
2020,The impact of the Oakland sugar-sweetened beverage tax on bottled soda and fountain drink prices in fast-food restaurants.
